qstr_{reg61}.0{reg62}|{reg61}.0{reg62}
qstr_{s1}_{s2}^Reputation|{s1}, {s2}^Réputation : {s42}^Genèse : {s43}^Contacts : {s44}, {s45}.^^{reg48?Prisonnier du {s48}:}^Nombre de jours depuis la dernière entrevue : {reg49}^^Mission :^  {s50}{reg50?, nombre de jours avant son retour : {reg50}.:}
qstr_{s1}^|{s1}^
qstr__knows_of_you|connu de vous
qstr_{s1}_wife_of_{s3}{re|{s1}, femme de {s3}{reg0?,{s60}:}
qstr_{s1}_{reg1?daughter_|{s1}, {reg1?fille de:pupille de} {s3}{reg4?, fiancée à {s5}:}{reg0?,{s60}:}
qstr_{s3}_and_{s6}|{s3} et {s6}
qstr_{s1}{reg4?_son_of_{s|{s1}{reg4?, fils de {s5}{reg1?,:{reg0?,:}}:}{reg1? prisonnier{reg0?,:}:}{reg0?{s60}:}
qstr_{s10}_{reg1?daughter|{s10}, {reg1?fille de:pupille de} {s3}{reg4?, fiancée à {ss5}:}{reg0?,{s60}:}
qstr_Messenger_{s65}|Messager {s65}
qstr_Envoy_{s65}|Émissaire {s65}
qstr_Consul_{s65}|Consul {s65}
qstr_Legate_{s65}|Légat {s65}
qstr_Missi_Dominici_{s65}|Missi Dominici {s65}
qstr_{s65}|{s65}
qstr_{s10}{reg0?__who{s60|{s10}{reg0? (qui{s60}):}
qstr_{s11}__{s61}_|{s11} ({s61})
qstr_{reg0}_silver_stags_|{reg0} cerfs d'argent added to treasury.{***};;;;
qstr_{reg0}_silver_stags_r|{reg0} cerfs d'argent removed from treasury.{***};;;;
qstr_{s1}_and_{s2}_have_e|{s1} et {s2} ont conclu une alliance.
qstr_{s15}_complies_with_|{s15} complies with the new alliance by attacking {s16}.{***};;;;
qstr_{s1}_and_{s2}_have_c|{s1} et {s2} ont conclu une alliance.
qstr_{s1}_and_{s2}_have_co|{s1} et {s2} ont conclu un pacte défensif.
qstr_{s1}_and_{s2}_have_con|{s1} et {s2} ont conclu un accord commercial.
qstr_you|vous
qstr_{s5}_patrol|{s5} en patrouille
qstr_Transfer_to_{s5}|Transféré {s5}
qstr_{s5}_scout|{s5} en repérage
qstr_.|.
qstr_^The_village_has_a_h|^Le village a un troupeau de {reg4} bovins.^
qstr_^The_village_has_{re|^Le village a {reg4} auroch malades.^
qstr_^The_poor_villagers_|^Les pauvres villageois n'ont pas de bétail.
qstr_^I_write_this_from_a|Je vous écris ceci d'une colline voisine, car le village est en train d'être attaqué.
qstr_^The_village_has_bee|^Le village a été incendié ^et les habitants dispersés. Il n'y a aucune raison pour moi de rester ici, mon seigneur.
qstr_^and_food_for_{reg7}|^et de nourriture pour {reg7} jours.
qstr_^|^
qstr_{s7}_{s6}|{s7} {s6},{***};;;;
qstr_The_following_lords_a|The following lords are held prisoner here:^{s7}{***};;;;
qstr_I_am_aware_of_no_lor|I am aware of no lords being held prisoner here.{***};;;;
qstr_The_drink_in_{s21}_s|The drink in {s21}'s draughty castle is good enough,^though the company leaves much to be desired.^The guard is ever watchful and I fear they suspect me.{***};;;;
qstr_^Tonight_I_shall_tak|^Ce soir, je m'occuperai de cette affaire dont nous avons discuté plus tôt.
qstr_^I_am_awaiting_furth|^J'attends d'autres ordres, mon seigneur.
qstr__day.| day.{***};;;;
qstr__days.| days.{***};;;;
qstr_My_lord_I_have_been_|My lord, I have been in {s4} for {reg5}{s10}^{s12}^I have discovered that {s4} has {reg6} defenders{s3}{s5}{s8}{s13}{***};;;;
qstr_My_lord_I_have_been_i|My lord, I have been in {s4} for less than a day.^Have patience as I am still gathering information.{***};;;;
qstr_I_ve_no_idea_why_{s2|I've no idea why {s21} would own such a miserable dump,^but I shall glean what information I can from these wretched peasants.{***};;;;
qstr_{s21}_should_be_asha|{s21} should be ashamed of this dung heap.^ The inhabitants have naught but the rags on their backs.^I shall strive to survive on the piss these locals call ale.{***};;;;
qstr_Not_a_bad_place_to_s|Not a bad place to stop for a tankard of ale.^{s21} must be a boring man, as I can find nothing^exciting about this place.{***};;;;
qstr_{s21}_must_be_quite_|{s21} must be quite wealthy. I believe this is the first^place you've sent me where I did not share my bed with^rats, hags, and lice.{***};;;;
qstr_Wish_you_were_here_m|Wish you were here, my lord. The wenches are plump and wear^the finest silks. Wine flows from the fountains and^{s21} has paved the streets in gold.{***};;;;
qstr_{s2}{s1}_|{s2}{s1},
qstr__The_following_food_|Nourriture détruite ou dérobée : {s2}.
qstr__A_mount_has_ran_off| A mount has ran off!!{***};;;;
qstr__Some_tools_have_bee|Quelques objets ont été cassés ou perdus.
qstr__{reg3}|{reg3}
qstr_Debug:__fac_relation|Debug:  fac relation is friendly, player is faction leader{***};;;;
qstr_Debug:__fac_relation_|Debug:  fac relation is friendly, player is marshal{***};;;;
qstr_Debug:__fac_relation_i|Debug:  fac relation is friendly, player is lord or mercenary{***};;;;
qstr_Debug:__fac_relation_is|Debug:  fac relation is hostile faction{***};;;;
qstr_Debug:__fac_relation_is_|Debug:  fac relation is neutral faction{***};;;;
qstr_Debug:__fac_relation_is_f|Debug:  fac relation is friendly faction{***};;;;
qstr_My_good_friend_{s1}|My good friend {s1},{***};;;;
qstr_Greetings_{s1}|Greetings {s1},{***};;;;
qstr__{s1}_|{s1} ,
qstr___Though_our_kingdom|  Though our kingdoms are at war, I have an offer you may find mutually beneficial.{***};;;;
qstr___Though_I_am_no_fri|  Though I am no friend of your kingdom, I have an offer you may find beneficial.{***};;;;
qstr___In_the_spirit_of_b|  In the spirit of better relations between our kingdoms, I send this letter.{***};;;;
qstr___Though_I_am_not_we|  Though I am not well known in {s2}, I find myself in need of this communique with thou.{***};;;;
qstr___May_our_kingdoms_c|  May our kingdoms continue to prosper under our current alliance.{***};;;;
qstr___Long_have_I_been_a|  Long have I been a friend of {s2} and would have you consider this message.{***};;;;
qstr_Excuse_me_Lady|Excuse me Lady,{***};;;;
qstr___I_have_long_ponder|  I have long pondered this paradox, perhaps you can enlighten me.{***};;;;
qstr_{s5}__You_should_be_|{s5}  You should be women and yet your beards forbid me to interpret that you are so.{***};;;;
qstr_{s1}_Whoremaster|{s1} Whoremaster,{***};;;;
qstr___I_have_recently_ma|  I have recently made the acquaintance of one of your kin.{***};;;;
qstr_{s5}__Your_mother_is|{s5}  Your mother is an easy glove, my lord, she goes off and on at pleasure.{***};;;;
qstr_Ser_Gizzardless|Ser Gizzardless,{***};;;;
qstr_{s5}__Boils_and_plag|{s5}  Boils and plagues plaster you over, that you may be abhorred farther than seen and one infect another against the wind a mile. You souls of geese that bear the shapes of men.{***};;;;
qstr__Lover_of_barnyard_a| Lover of barnyard animals,{***};;;;
qstr_{s5}__What_a_slave_a|{s5}  What a slave art thou to hack thy sword as thou hast done, and then say it was in a fight.{***};;;;
qstr_Woman|Woman,{***};;;;
qstr__I_recall_how_femini| I recall how feminine you were in youth.{***};;;;
qstr_{s5}__What_a_maidenl|{s5}  What a maidenly man at arms you have become.{***};;;;
qstr_Run_coward|Run coward,{***};;;;
qstr__.|.
qstr_{s5}__Your_hearts_I_|{s5}  Your hearts I'll stamp out with my horse's heel and make a quagmire of your mingled brains.{***};;;;
qstr__Simpleton| Simpleton,{***};;;;
qstr__I_despise_you.| I despise you.{***};;;;
qstr_{s5}__Foul_spoken_co|{s5}  Foul spoken coward, that thund'rest with thy tongue, and with thy weapon nothing dares perform.{***};;;;
qstr_Say_wall_eyed_slave|Say wall eyed slave,{***};;;;
qstr_{s5}___Whither_would|{s5}   Whither wouldst thou convey this growing image of thy fiend like face?{***};;;;
qstr_{s5}__There_is_a_cer|{s5}  There is a certain party which stands in my way. What will it cost to have them removed?{***};;;;
qstr_{s5}__My_men_and_I_h|{s5}  My men and I have travelled far and find ourselves without sustenance. I would pay well for any food you could spare.{***};;;;
qstr_{s5}_I_would_test_my|{s5} I would test myself against thy sword, if you are so inclined. I propose a friendly duel, so that we may know to count upon one another in the thick of battle.{***};;;;
qstr_{s5}_Your_renown_in_|{s5} Your renown in battle is such that I would be well schooled to have fought against you. Shall we duel for the pleasure of a good challenge?{***};;;;
qstr_{s5}_I_have_heard_yo|{s5} I have heard you are a lowly opponent and not fit for sport. Yet your presence offends me. Let us duel so that I may carve the stench away from thee.{***};;;;
qstr_{s5}__Please_except_|{s5}  Please except this gift to comfort you on your journeys.{***};;;;
qstr___The_road_ahead_is_|  The road ahead is hostile, and I am in need of assistance for any altercations that may arise. I would pay you {reg16} cerfs d'argent for such assistance.{***};;;;
qstr_{s5}__choice_5|{s5}  choice 5{***};;;;
qstr_{s4}{s5}|{s4}{s5}{***};;;;
qstr_Ser_Errand_boy|Ser Errand boy,{***};;;;
qstr___You_honour_me_with|  You honour me with your communique, my Lord.{***};;;;
qstr___I_have_considered_|  I have considered your message, Lord Marshal, and here is my reply.{***};;;;
qstr___I_have_considered_y|  I have considered your message and here is my reply.{***};;;;
qstr___Though_our_kingdoms|  Though our kingdoms are at war, I felt a need to reply to your missive.{***};;;;
qstr___Here_is_your_answe|  Here is your answer, mercenary.{***};;;;
qstr___My_reply_to_your_m|  My reply to your message is thus.{***};;;;
qstr___My_reply_to_your_me|  My reply to your message is thus, mercenary.{***};;;;
qstr___May_our_kingdoms_g|  May our kingdoms grow and prosper through our communications.{***};;;;
qstr___You_have_proven_to|  You have proven to be a friend of {s2}, and warrant a reply.{***};;;;
qstr__I_am_unable_to_cons| I am unable to consider your request at this time. I have more important matters to attend to.{***};;;;
qstr_{s5}__I_will_not_abi|{s5}  I will not abide your insults and demand you recant your words and meet me upon the field of honour, that I may gain satisfaction from your cries for mercy.{***};;;;
qstr_{s5}__I_will_await_y|{s5}  I will await you near {s9}. Be there within 24 hours or be forever known as a coward and liar.{***};;;;
qstr_{s5}_Die_you_pompous|{s5} Die you pompous ass! I am coming for you. Let us see if your sword is as sharp as your tongue.{***};;;;
qstr_{s5}_Only_fools_and_|{s5} Only fools and thieves bargain with coin they do not possess!{***};;;;
qstr_{s5}_Do_not_ask_of_m|{s5} Do not ask of me a task you do not wish committed. I've no time for idle banter.{***};;;;
qstr_{s5}_Kill_a_few_peas|{s5} Kill a few peasants, tip a few aurochs? I'm into that.{***};;;;
qstr_{s5}_I_shall_lay_sie|{s5} I shall lay siege to the town, though I doubt much good shall come of it.{***};;;;
qstr_{s5}_I_shall_besiege|{s5} I shall besiege the castle at your behest, but I do not expect to breech the walls.{***};;;;
qstr_{s5}_If_I_can_catch_|{s5} If I can catch the cowards, I will put them to the sword, but do not expect me to chase them forever.{***};;;;
qstr_{s5}_It_is_good_to_m|{s5} It is good to meet in commerce instead of war for a change.{***};;;;
qstr_{s5}_It_would_be_les|{s5} It would be less than honourable for me to duel one of such low reputation. Perhaps we can speak of this again when you have proven your self in combat.{***};;;;
qstr_{s5}_Yes_let_us_duel|{s5} Yes, let us duel. Meet me near {s9} within 24 hours.{***};;;;
qstr_{s5}_I_look_forward_|{s5} I look forward to teaching you the finer arts of combat. Meet me near {s9} within 24 hours and you shall have your duel.{***};;;;
qstr_{s5}_Ha!_I_will_glad|{s5} Ha! I will gladly deflate your oversized ego. Be prepared to fight with more than words, braggart. Meet me near {s9} within 24 hours, lest you be a dishonorable coward.{***};;;;
qstr_{s5}__I_ll_have_none|{s5}  I'll have none of your poison, assassin.{***};;;;
qstr_{s5}__A_welcome_gift|{s5}  A welcome gift on this dusty road. You have my gratitude.{***};;;;
qstr_{s5}__I_ve_heard_of_|{s5}  I've heard of your dishonourable actions and wish not to become another victim of your poisons. Keep your wine or poison, whichever it may be.{***};;;;
qstr_{s5}__You_have_yet_t|{s5}  You have yet to prove yourself trustworthy, thus it would be inappropriate for me to accept your gift at this time.{***};;;;
qstr___{s14}__has_discove|  {s14}  has discovered that the wine was poisoned! Your attempt to poison him has failed.{***};;;;
qstr_{s5}__You_think_to_p|{s5}  You think to poison me! I'll see your head on a block for this, you vile son of a leprous whore!{***};;;;
qstr__I_will_take_your_co| I will take your coin and protect you to the best of my ability. Know that I will not raise my sword against those I count as friends.{***};;;;
qstr_{s5}__choice_8|{s5}  choice 8{***};;;;
qstr__{s5}_^^____________| {s5} ^^                                                            {s14} {***};;;;
qstr__Reaper_of_peasants| Reaper of peasants{***};;;;
qstr__Despised| Despised{***};;;;
qstr__Disliked| Disliked{***};;;;
qstr__Untrusted| Untrusted{***};;;;
qstr__Indifferent| Indifferent{***};;;;
qstr__Welcome_Guest| Welcome Guest{***};;;;
qstr__Friend| Friend{***};;;;
qstr__Trusted_Friend| Trusted Friend{***};;;;
qstr__Hero| Hero{***};;;;
qstr__The_Peoples_King| The Peoples King{***};;;;
qstr__You_need_2_ponies_t| You need 2 ponies to pull the wagon!!{***};;;;
qstr__You_must_have_tools|Vous devez avoir des outils dans l'inventaire pour consolider votre campement.
qstr_You_spent_{reg1}_exp|You spent {reg1} experience points.{***};;;;
qstr_{s9}^^^Level:_{reg3}|{s9}^^^Niveau : {reg3}^Santé : {reg2}%^Moral : {reg4}
qstr_Morale:_{reg0}^^Orig|Moral : {reg0}^^Genèse : {s21}
qstr_State:_Riding|État : Monté
qstr_State:_On_foot|État : Au sol
qstr__{reg1}%|{reg1}%
qstr_{s1}^{reg2}|{s1}^{reg2}
qstr_{s1}^^{reg1}|{s1}^^{reg1}
qstr_While_working_in_the|While working in the mine, you found a new salt deposit. You are rewarded for your discovery.{***};;;;
qstr_While_working_in_the_|While working in the mine, you found an iron deposit and are rewarded for the discovery.{***};;;;
qstr_While_working_in_the_m|While working in the mine, you found a silver deposit and are rewarded for the discovery.{***};;;;
qstr_While_working_in_the_mi|While working in the mine, you found a gold deposit and are rewarded for the discovery.{***};;;;
qstr_While_working_in_the_min|While working in the mine, you found a deposit of rare minerals and are rewarded for the discovery.{***};;;;
qstr_While_working_in_the_mine|While working in the mine, you were injured during a minor cave-in.{***};;;;
qstr_While_working_in_the_mine_|While working in the mine, you were hurt during a cave-in.{***};;;;
qstr_While_working_in_the_mine_y|While working in the mine, you were nearly killed during a cave-in.{***};;;;
qstr_While_working_in_the_mine_yo|While working in the mine, your party was wounded during a cave-in.{***};;;;
qstr_While_working_in_the_mine_a|While working in the mine, a cave-in badly injured your party.{***};;;;
qstr_Casualties:_{s8}|Casualties: {s8}{***};;;;
qstr_While_working_in_the_mine_you|While working in the mine, you were almost killed during a cave-in.{***};;;;
qstr_While_working_in_the_q|While working in the quarry, you acquire stone and are paid for your labour.{***};;;;
qstr_While_working_in_the_qu|While working in the quarry, you found an iron deposit and are rewarded for the discovery.{***};;;;
qstr_While_working_in_the_qua|While working in the quarry, you found a silver deposit and are rewarded for the discovery.{***};;;;
qstr_While_working_in_the_quar|While working in the quarry, you found a gold deposit and are rewarded for the discovery.{***};;;;
qstr_While_working_in_the_quarr|While working in the quarry, you found a deposit of rare minerals and are rewarded for the discovery.{***};;;;
qstr_While_working_in_the_quarry|While working in the quarry, you were injured during a minor cave-in.{***};;;;
qstr_While_working_in_the_quarry_|While working in the quarry, you were hurt during a cave-in.{***};;;;
qstr_While_working_in_the_quarry_y|While working in the quarry, you were nearly killed during a cave-in.{***};;;;
qstr_While_working_in_the_quarry_a|While working in the quarry, a cave-in badly injured your party.{***};;;;
qstr_{s21}_smiles_and_win|{s21} smiles and winks back.^Your relation with {s21} has increased by 2.{***};;;;
qstr_{s21}_rolls_their_ey|{s21} rolls their eyes and looks very annoyed.{***};;;;
qstr_{s21}_did_not_unders|{s21} did not understand your joke.^Your relation with {s21} has decreased by 1.{***};;;;
qstr_{s21}_was_amused_by_|{s21} was amused by your joke, but did not laugh.^Your relation with {s21} has increased by 2.{***};;;;
qstr_{s21}_thought_your_j|{s21} thought your joke was ridiculous.^Your relation with {s21} has decreased by 2.{***};;;;
qstr_{s21}_laughed_out_lo|{s21} laughed out loud at your joke.^Your relation with {s21} has increased by 4.{***};;;;
qstr_{s21}_laughs_and_jum|{s21} laughs and jumps.^Your relation with {s21} has increased by 6.{***};;;;
qstr_{s21}_was_offended_b|{s21} was offended by your joke.^Your relation with {s21} has decreased by 10. You should improve your relationship, charisma and persuasion.{***};;;;
qstr_{s21}_did_not_find_y|{s21} did not find your compliment flattering.^Your relation with {s21} has decreased by 1.{***};;;;
qstr_{s21}_smiles_and_tha|{s21} smiles and thanks you for the compliment.^Your relation with {s21} has increased by 4.{***};;;;
qstr_{s21}_rolls_their_eye|{s21} rolls their eyes and looks annoyed.^Your relation with {s21} has decreased by 2.{***};;;;
qstr_{s21}_blushes_notice|{s21} blushes noticeably, but smiles and thanks you for the compliment.^Your relation with {s21} has increased by 6.{***};;;;
qstr_{s21}_smiles_very_fl|{s21} smiles very flustered.^Your relation with {s21} has increased by 6.{***};;;;
qstr_{s21}_was_offended_by|{s21} was offended by your compliment.^Your relation with {s21} has decreased by 15. maybe you should improve your relationship, charisma and persuasion.{***};;;;
qstr_{s21}_pulls_their_ha|{s21} pulls their hand away before you can kiss it.^Your relation with {s21} has decreased by 1.{***};;;;
qstr_{s21}_allows_you_to_|{s21} allows you to kiss their hand but shows no noticeable reaction.^Your relation with {s21} has increased by 6.{***};;;;
qstr_{s21}_allows_you_to_k|{s21} allows you to kiss their hand but looks disgusted.^Your relation with {s21} has decreased by 2.{***};;;;
qstr_{s21}_blushes_noticea|{s21} blushes noticeably when you kiss their hand.^Your relation with {s21} has increased by 8.{***};;;;
qstr_With_eyes_closed_{s2|With eyes closed, {s21} allows you to kiss their hand for what seems a long time.^Your relation with {s21} has increased by 10.{***};;;;
qstr_{s21}_pulls_their_han|{s21} pulls their hand away before you can kiss it, and slaps you.^Your relation with {s21} has decreased by 4. Maybe you should improve your relationship, charisma and persuasion.{***};;;;
qstr_{s21}_holds_out_a_re|{s21} holds out a restraining hand and tells you to back off.^Your relation with {s21} has decreased by 4.{***};;;;
qstr_{s21}_allows_you_to_ki|{s21} allows you to kiss their cheek but seems a bit uncomfortable.^Your relation with {s21} has increased by 8.{***};;;;
